Book Id,ImageFile,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58370720,,As Musas,Alex Michaelides,"Michaelides, Alex",Marta Chiarelli,6555872454,9786555872453,2,3.62,Record,Paperback,350,2021,2021,2022/03/31,2022/03/22,"mistério, 2022","mistério (#2), 2022 (#1)",read,"Sinto que faltou uma revisão nessa história, vi nos agradecimentos que o autor escreveu no início da pandemia, então podemos concordar que a escrita não durou tanto tempo <br/>É irritante como Mariana contínua perseguindo Fosca indefinidamente, como ela continua flertando com os homens sendo que não quer nada com eles, como ela é tão irresponsável ou tapada ou simplesmente egocêntrica, pqp se vc pensa que o cara é um assassino, então não entre na casa dele para jantar, porra!<br/>Mas sério, Mariana como terapeuta está ladeira a baixo, não consegue fazer uma análise comportamental <br/>E o final que foi tão surpreendente ruim, o autor pecou em querer surpreender os leitores",TRUE,,1,0
49659543,,Torto Arado,Itamar Vieira Junior,"Junior, Itamar Vieira",,6580309318,9786580309313,0,4.48,Todavia,Paperback,264,2019,2019,,2022/06/05,to-read,to-read (#5),to-read,,,,0,0
20744034,,A Cabeça do Santo,Socorro Acioli,"Acioli, Socorro",,8535923691,9788535923698,0,4.30,Companhia das Letras,Paperback,176,2014,2014,,2022/06/05,to-read,to-read (#4),to-read,,,,0,0
59433788,,Véspera,Carla Madeira,"Madeira, Carla",,6555872985,9786555872989,0,4.33,Record,Paperback,280,2021,2021,,2022/06/05,to-read,to-read (#3),to-read,,,,0,0
58468990,,The Paris Apartment,Lucy Foley,"Foley, Lucy",,0063003058,9780063003057,0,3.65,William Morrow,Hardcover,360,2022,2022,,2022/04/07,to-read,to-read (#2),to-read,,,,0,0
45310763,,O Retrato de Dorian Gray,Oscar Wilde,"Wilde, Oscar",Alexandre Barbosa de Souza,8567097576,9788567097572,3,4.13,Via Leitura,Paperback,223,2018,1890,2021/12/27,2021/12/20,classic,classic (#4),read,"“Curar a alma por meio dos sentidos e os sentidos por meio da alma” <br/>Esse livro é uma investigação sobre a alma humana, o poder da vaidade e as consequências de viver uma vida hedonista. O resultado disso é loucura, sofrimento, descontrole...<br/>Foi uma leitura sofrida, se Henry soubesse encurtar as besteiras filosóficas forçadas que ele fala, a leitura seria mais fluída. <br/>Tirei alguns ensinamentos desse livro que irei levar para a vida, mentira, tirei só esse mesmo kkkk, uma delas foi que eu me sinto melhor com os pensamentos nefastos que passam na minha mente...<br/>“… os mais corajosos entre nós tem medo de si mesmo…. Cada impulso que tentamos asfixiar persiste na mente e nos envenena…. A única maneira de nos livrarmos de uma tentação é cedermos a ela. Resista e a alma adoecerá de saudades de coisas que ela se proibiu. … Dizem que os grandes acontecimentos no mundo têm lugar no cérebro. É também no cérebro, e no cérebro apenas, que os grandes pecados do mundo têm lugar.”<br/>",,,1,0
53100986,,"Vermelho, Branco e Sangue Azul",Casey McQuiston,"McQuiston, Casey",Guilherme  Miranda,8555340942,9788555340949,4,04.08,Seguinte,Paperback,392,2019,2019,2021/12/18,2021/10/09,,,read,"History, huh?",,,1,0
21806284,,Misery: Louca obsessão,Stephen        King,"King, Stephen",Elton Mesquita,8581052142,9788581052144,5,4.23,Suma de Letras,Paperback,326,2014,1987,2021/11/21,2021/07/13,"horror, stephen-king","horror (#5), stephen-king (#4)",read,,,,1,0
13574264,,Desastre,S.G. Browne,"Browne, S.G.",,8580440289,9788580440287,2,3.65,LEYA BRASIL,Paperback,272,2010,2010,2021/11/27,2021/08/15,,,read,"É interessante como mudamos, nossas opiniões, gostos, nosso ser, para melhor ou para pior você muda. A antiga Vitória tinha gostado desse livro, a atual se sentiu desconfortável, essas piadas sarcásticas religiosas, esse final pavoroso.<br/>Não posso negar que foi criativo, mas é tanta blasfêmia e descrição inútil.",,,1,0
53101223,,Os sete maridos de Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",Alexandre Boide,8584391509,9788584391509,3,4.41,Paralela,Paperback,360,2019,2017,2021/09/19,2021/09/17,,,read,,,,1,0
18491403,,"Crepúsculo (Crepúsculo, #1)",Stephenie Meyer,"Meyer, Stephenie",Ryta Vinagre,8598078522,9788598078526,2,3.66,Intríseca,Paperback,355,2009,2005,2021/10/08,2021/10/05,juvenil,juvenil (#1),read,"O clássico do romance adolescente dos anos 2000, quem não teve uma quedinha por Edward? Foi muito divertido reler, mas fico pensando como um dia eu adorava esse livro, viviva levando para todos os lugares, cheguei no nível de colocar um pôster na minha parede, aí como queria voltar para a juventude. Enfim, sobre o livro, tem uma escrita amadora que cativa os novos leitores e afasta os leitores experientes. Agora sendo mais carrasca, o que me incomoda bastante é a Bella não ter um pingo de amor próprio, me chateia a forma que ela rasteja pelo vampiro indeciso, me aborrece que no segundo encontro o ""Eu te amo"" já rola solto. Sinceramente foda-se o Edward, quero mesmo é o Emmett, quero o cara que não fica em cima do muro, que vai e faz.<br/>Mas foi muito relaxante e nostálgico de reler, me recorda que foi um dos primeiros livros que li da minha escolha, se não foi o primeiro, lia em uma cadeira de praia pela manhã no meu quintal, meu Deus que sensação deliciosa lembrar disso, queria muito voltar para essa memória, caramba Blake Crouch cadê a bendita cadeira para eu voltar ao passado?<br/>Esse livro sempre vai estar guardado na minha estante e em um cantinho do meu coração.",,,1,0
57517266,,"The Monster (Boston Belles, #3)",L.J. Shen,"Shen, L.J.",,,,5,4.00,,Kindle Edition,399,2021,2021,2021/08/29,2021/08/29,la-petite-mort,la-petite-mort (#1),read,"Dês do começo do ano que espero por esse livro, e não me decepcionou, o que eu esperava sentir lendo este livro, realmente aconteceu<br/>Novamente L J Shen trouxe a vida mais um monstro apaixonante, o melhor é que ela trouxe junto uma princesa forte",,,1,0
35114460,,Na Escuridão da Mente,Paul Tremblay,"Tremblay, Paul",,,ISBN13:978852,5,3.79,Bertrand Brasil,Paperback,266,2017,2015,2021/08/27,2021/08/15,horror,horror (#4),read,"Realmente garante pesadelos do começo ao fim, estou surpresa e satisfeita de finalmente ter encontrado um livro de terror que cumpre o que promete",,,1,0
54757860,,A Morte de Ivan Ilitch,Leo Tolstoy,"Tolstoy, Leo","Lucas Simone, Luciano Feijão, Liev Tolstói",6580210168,,5,4.13,Antofágica Editora,Hardcover,312,2020,1886,2021/08/24,2021/08/21,classic,classic (#3),read,,,,1,0
50367277,,A Última Festa,Lucy Foley,"Foley, Lucy",Marina Vargas,,9788551005736,2,3.62,Intrínseca,Paperback,304,2020,2018,2021/08/14,2021/07/28,criminal,criminal (#2),read,"Decepção, no começo o livro é viciante, trás a sensação de estarmos ao lado do grupo de amigos, fofocando com eles kkk<br/>Mas as histórias são bem rasas, o que movimenta o livro é a Miranda com o seu jeito intrigante e malvado, o pior foi passar pelos capítulos da Katie, que garota tediosa e fraca, não tem voz própria, não sabe se posicionar .<br/>Quem se desenvolveu bem foi a Heather, teve toda a evolução na trajetória dela.<br/>Defino esse livro, como se fosse um filme da Sessão da Tarde, aquele clichê adolescente, só que ao invés dos jovens temos adultos que ficam retornando as histórias do passado, tentando reviver seus tempos de glórias, mas na verdade só passam vergonha.",,,1,0
49569338,,Mulherzinhas,Louisa May Alcott,"Alcott, Louisa May",,854221773X,9788542217735,2,4.16,Editora Planeta,Paperback,480,2019,1868,2021/08/05,2021/07/13,classic,classic (#1),read,"Estou levando em consideração que é um livro de época, alguns pensamentos são bem retrógrados, no começo do livro é bem sutil as lições que ele nos mostra, eram pontos relevantes, mas em um capítulo em que a senhora March prefere deixar um pássaro morrer para ensinar um lição de moral, foi este o ponto em que comecei a desanimar com este livro.<br/>Para um livro que o ponto principal são as relações familiares, faltou empatia, como uma irmã prefere ficar viajando ao invés de voltar e ficar com a sua família e sua irmã doente?<br/>Outro ponto seria a opressão da liberdade, Jo era a que pensava fora da sua época, sempre sonhando em ser escritora, sair viajando pelo mundo, não se importando com o romance, uma mulher querendo romper com os dogmas do passado, no fim era só conversa ilusória, se contentou com o que era esperado pelas mulheres naquela época. <br/>As irmãs também não realizam seus sonhos, suas ambições foram anuladas, toda a essência e individualidades delas foram apagados, todas seguindo o mesmo caminho da mulher se casando, tendo filhos e cuidando da casa. Para onde foi a artista e a escritora?<br/>",TRUE,,1,0
49182468,,Recursão,Blake Crouch,"Crouch, Blake",Sheila Louzada,8551005367,9788551005361,5,4.17,Intrínseca,Hardcover,320,2020,2019,2021/07/21,2021/07/13,,,read,"""Helena, quer mudar o mundo comigo?"" Nesta frase tão simples, esconde um significado tão grande quer permeia todo este livro.<br/><br/>✨O que temos de mais precioso são nossas lembranças, quando não conseguimos mais acessa-las nos perdemos, nos tornamos uma casca vazia, só existimos nas lembranças de outras pessoas, não existimos para nos mesmo, eu vi isso acontecer com a minha avó, lembro do olhar vazio que ela tinha.<br/><br/>",,,1,0
21471972,,Senhor das Moscas,William Golding,"Golding, William",Sergio Flaksman,8579622875,9788579622878,5,3.70,Alfaguara,Paperback,224,2014,1954,2021/07/28,2021/07/22,classic,classic (#2),read,"Quando você é o único que ainda possui juízo, em um local cercado de pessoas que se entregaram ao seu 'eu' obscuro, pq, vamos concordar que é muito mais prazeroso quando nos desprendemos da realidade, e nos  lançamos na sensação da liberdade disfarçada.<br/>O difícil é voltar a ser racional e é aí que mora o caos.<br/>“Senhor das Moscas” explora o lado escuro que todos nós possuímos, a selvageria que habita dentro de nós, quando o stress e o medo nos deixam cegos e elimina toda a existência da razão.",,,1,0
52905718,,BTK Profile: Máscara da Maldade,Roy Wenzl,"Wenzl, Roy","Tim Potter, Hurst Laviana, L. Kelly",859454183X,9788594541833,5,04.04,DarkSide Books,Hardcover,416,2019,2007,2021/02/21,2021/07/13,criminal,criminal (#1),read,,,,1,0
53486903,,Coraline,Neil Gaiman,"Gaiman, Neil","Chris Riddell, Bruna Beber",8551006754,9788551006757,4,4.12,Intrínseca,Hardcover,224,2020,2002,2021/03/04,2021/07/13,,,read,,,,1,0
22613112,IT.jpg,It: a Coisa,Stephen        King,"King, Stephen",Regiane Winarski,,,4,4.24,Suma de Letras,Paperback,1104,2014,1986,2021/05/22,2021/07/13,"horror, stephen-king","horror (#1), stephen-king (#1)",read,,,,1,0
24178,,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells",0064410935,9780064410939,0,4.20,HarperCollinsPublishers,Paperback,184,2001,1952,,2021/07/13,to-read,to-read (#1),to-read,,,,0,0
